# of indices,	 # of gens,	 # of pop,	 sample size,	 mutation chance,	 avgTime,	 netTime
2,	 100,	 5000,	 20,	 1, 2.650472,	 53.009434
2,	 100,	 5000,	 20,	 2, 2.848377,	 56.967540
2,	 100,	 5000,	 20,	 3, 2.487544,	 49.750883
2,	 100,	 5000,	 20,	 4, 2.490854,	 49.817082
2,	 100,	 5000,	 20,	 5, 2.414242,	 48.284848
2,	 100,	 5000,	 20,	 6, 2.351382,	 47.027645
2,	 100,	 5000,	 20,	 7, 1.866815,	 37.336299
2,	 100,	 5000,	 20,	 8, 2.276056,	 45.521121
2,	 100,	 5000,	 20,	 9, 2.132552,	 42.651042
2,	 100,	 5000,	 20,	 10, 1.950941,	 39.018828
2,	 100,	 5000,	 20,	 11, 1.789654,	 35.793089
2,	 100,	 5000,	 20,	 12, 2.037024,	 40.740470
2,	 100,	 5000,	 20,	 13, 1.551485,	 31.029708
2,	 100,	 5000,	 20,	 14, 2.181044,	 43.620885
2,	 100,	 5000,	 20,	 15, 2.219183,	 44.383670
2,	 100,	 5000,	 20,	 16, 1.984552,	 39.691047
2,	 100,	 5000,	 20,	 17, 1.845894,	 36.917886
2,	 100,	 5000,	 20,	 18, 1.716515,	 34.330297
2,	 100,	 5000,	 20,	 19, 1.584077,	 31.681543
2,	 100,	 5000,	 20,	 20, 1.894282,	 37.885636
2,	 100,	 5000,	 20,	 21, 1.863162,	 37.263247
2,	 100,	 5000,	 20,	 22, 2.014714,	 40.294274
2,	 100,	 5000,	 20,	 23, 2.001855,	 40.037102
2,	 100,	 5000,	 20,	 24, 1.868490,	 37.369792
2,	 100,	 5000,	 20,	 25, 1.675166,	 33.503313
2,	 100,	 5000,	 20,	 26, 1.275846,	 25.516917
2,	 100,	 5000,	 20,	 27, 1.616766,	 32.335329
2,	 100,	 5000,	 20,	 28, 1.840415,	 36.808296
2,	 100,	 5000,	 20,	 29, 1.503921,	 30.078411
2,	 100,	 5000,	 20,	 30, 1.420165,	 28.403308
2,	 100,	 5000,	 20,	 31, 2.146830,	 42.936600
2,	 100,	 5000,	 20,	 32, 1.998438,	 39.968755
2,	 100,	 5000,	 20,	 33, 1.447777,	 28.955538
2,	 100,	 5000,	 20,	 34, 1.477376,	 29.547521
2,	 100,	 5000,	 20,	 35, 1.644784,	 32.895682
2,	 100,	 5000,	 20,	 36, 1.282042,	 25.640835
2,	 100,	 5000,	 20,	 37, 1.860768,	 37.215367
2,	 100,	 5000,	 20,	 38, 1.086488,	 21.729770
2,	 100,	 5000,	 20,	 39, 1.418298,	 28.365956
2,	 100,	 5000,	 20,	 40, 1.352180,	 27.043594
2,	 100,	 5000,	 20,	 41, 0.977191,	 19.543817
2,	 100,	 5000,	 20,	 42, 0.994923,	 19.898467
2,	 100,	 5000,	 20,	 43, 0.945751,	 18.915012
2,	 100,	 5000,	 20,	 44, 1.284668,	 25.693358
2,	 100,	 5000,	 20,	 45, 0.892428,	 17.848562
2,	 100,	 5000,	 20,	 46, 0.969493,	 19.389854
2,	 100,	 5000,	 20,	 47, 0.802481,	 16.049628
2,	 100,	 5000,	 20,	 48, 0.891664,	 17.833278
2,	 100,	 5000,	 20,	 49, 0.904283,	 18.085652
2,	 100,	 5000,	 20,	 50, 0.797769,	 15.955375
2,	 100,	 5000,	 20,	 51, 0.942695,	 18.853896
2,	 100,	 5000,	 20,	 52, 0.672931,	 13.458618
2,	 100,	 5000,	 20,	 53, 0.673124,	 13.462474
2,	 100,	 5000,	 20,	 54, 0.805927,	 16.118534
2,	 100,	 5000,	 20,	 55, 0.728589,	 14.571788
2,	 100,	 5000,	 20,	 56, 1.079471,	 21.589419
2,	 100,	 5000,	 20,	 57, 0.657826,	 13.156514
2,	 100,	 5000,	 20,	 58, 0.763694,	 15.273877
2,	 100,	 5000,	 20,	 59, 0.918140,	 18.362807
2,	 100,	 5000,	 20,	 60, 0.826079,	 16.521586
2,	 100,	 5000,	 20,	 61, 0.608011,	 12.160212
